,index,like_id,count,m_g,v_g,m_age,v_age,m_ope,v_ope,m_con,v_con,m_ext,v_ext,m_agr,v_agr,m_neu,v_neu
43,374934,113015502045047,21,0.380952380952,0.247619047619,25.5238095238,67.8619047619,4.08904761905,0.469219047619,3.65714285714,0.386571428571,3.64761904762,0.465119047619,3.63904761905,0.380269047619,2.50619047619,0.613304761905
44,367864,112369678779006,21,0.380952380952,0.247619047619,32.5714285714,410.157142857,4.10714285714,0.680571428571,3.41666666667,0.521323333333,3.21904761905,0.774839047619,3.39047619048,0.485404761905,2.79285714286,0.491881428571
45,30208,32151044465,21,0.47619047619,0.261904761905,22.4285714286,74.0571428571,3.80428571429,0.414385714286,3.19857142857,0.538542857143,3.57904761905,0.427439047619,3.55428571429,0.489735714286,2.9380952381,0.835726190476
46,141834,201557652933,21,0.857142857143,0.128571428571,19.1904761905,4.0619047619,3.63904761905,0.454769047619,3.20095238095,0.440669047619,3.47380952381,0.421844761905,3.2780952381,0.494316190476,2.85476190476,0.525726190476
47,124244,176161486906,21,0.714285714286,0.214285714286,20.7142857143,8.51428571429,3.76238095238,0.589819047619,3.1719047619,0.374326190476,3.59714285714,0.681571428571,3.49571428571,0.546795714286,2.83333333333,0.487023333333
48,141709,201310897256,21,0.761904761905,0.190476190476,38.1428571429,193.828571429,3.79761904762,0.625869047619,3.47619047619,0.514654761905,3.61904761905,0.551869047619,3.48857142857,0.425802857143,2.92380952381,0.514404761905
49,239559,350466682462,21,1.0,0.0,19.1428571429,3.32857142857,4.01,0.488,3.38619047619,0.338754761905,3.89571428571,0.569005714286,3.65238095238,0.277809047619,2.78619047619,0.426344761905
50,239681,350703568244,21,0.857142857143,0.128571428571,20.6666666667,15.8333333333,4.02476190476,0.294426190476,3.0,0.49575,3.6219047619,0.454116190476,3.41285714286,0.487911428571,3.10476190476,0.685976190476
51,240545,352307070220,21,0.619047619048,0.247619047619,23.5714285714,404.757142857,3.3880952381,0.549226190476,3.24666666667,0.474683333333,3.75238095238,0.467619047619,3.75619047619,0.588654761905,2.74285714286,0.732571428571
52,79416,94034314392,21,0.666666666667,0.233333333333,23.3333333333,85.2333333333,3.9119047619,0.507726190476,3.54857142857,0.299092857143,3.64523809524,0.345476190476,3.28285714286,0.458371428571,2.88571428571,0.651035714286
53,240925,353065041305,21,0.761904761905,0.190476190476,25.0,160.8,3.97285714286,0.334171428571,3.2919047619,0.545726190476,3.87095238095,0.378779047619,3.5319047619,0.342876190476,2.5880952381,0.417346190476
54,242058,355122373409,21,0.47619047619,0.261904761905,21.4761904762,3.9619047619,3.84428571429,0.438985714286,3.21666666667,0.483973333333,3.49523809524,0.436476190476,3.33,0.47143,3.00285714286,0.629191428571
55,29271,31221517734,21,0.857142857143,0.128571428571,38.380952381,83.5476190476,4.18238095238,0.260919047619,3.33333333333,0.456583333333,3.48285714286,1.24692142857,3.62857142857,0.398642857143,3.07714285714,0.658151428571
56,79570,94261718827,21,0.47619047619,0.261904761905,21.9523809524,10.0476190476,4.1880952381,0.351476190476,3.41666666667,0.409083333333,3.42095238095,0.684319047619,3.23333333333,0.583583333333,2.84714285714,0.865731428571
57,139980,198464577962,21,0.666666666667,0.233333333333,21.2857142857,5.11428571429,3.85238095238,0.471259047619,3.20571428571,0.463275714286,3.49857142857,0.610702857143,3.19476190476,0.424656190476,2.98428571429,0.919545714286
58,28884,30832210618,21,0.571428571429,0.257142857143,22.8095238095,57.1619047619,3.73095238095,0.504359047619,3.54523809524,0.305726190476,3.54904761905,0.842519047619,3.55047619048,0.645404761905,2.65476190476,1.04372619048
59,360971,111835345495483,21,0.761904761905,0.190476190476,24.4285714286,58.0571428571,4.4580952381,0.141876190476,3.40952380952,0.607654761905,3.33857142857,0.627942857143,3.25285714286,0.665871428571,3.04238095238,0.880339047619
60,246068,361956192691,21,0.761904761905,0.190476190476,22.1904761905,31.3619047619,3.96619047619,0.189774761905,3.3219047619,0.406566190476,3.25285714286,0.575081428571,3.33285714286,0.685741428571,2.79380952381,0.312654761905
61,30633,32607640613,21,0.809523809524,0.161904761905,18.9047619048,6.29047619048,3.98238095238,0.245269047619,3.31952380952,0.566154761905,3.07523809524,0.879526190476,3.55476190476,0.440226190476,2.84761904762,0.786369047619
62,368162,112391058775572,21,0.428571428571,0.257142857143,29.1904761905,222.961904762,4.13476190476,0.353426190476,3.50476190476,0.600726190476,3.35428571429,0.502355714286,3.68857142857,0.400492857143,2.69857142857,0.645792857143
63,124134,175975811443,21,0.809523809524,0.161904761905,20.619047619,32.7476190476,3.81047619048,0.341094761905,3.27952380952,0.650904761905,3.68238095238,0.481169047619,3.42714285714,0.525921428571,2.93428571429,0.512285714286
64,368504,112418315436912,21,0.428571428571,0.257142857143,23.0476190476,21.6476190476,4.13428571429,0.314495714286,3.39857142857,0.300272857143,3.28476190476,1.02937619048,3.30952380952,0.457064761905,2.88095238095,1.03840904762
65,77862,92038838738,21,0.619047619048,0.247619047619,29.9523809524,165.947619048,4.08238095238,0.387869047619,3.46904761905,0.508249047619,3.45952380952,0.725544761905,3.50428571429,0.535055714286,2.85714285714,0.564761428571
66,374340,112950328763675,21,0.619047619048,0.247619047619,28.1428571429,115.028571429,3.8619047619,0.360366190476,3.45047619048,0.380634761905,3.51619047619,0.657114761905,3.52047619048,0.248504761905,2.97095238095,0.544209047619
67,33025,35121415576,21,0.666666666667,0.233333333333,23.5714285714,57.1571428571,4.20238095238,0.397619047619,3.35,0.34625,3.56047619048,0.401904761905,3.30857142857,0.378722857143,2.87285714286,0.664221428571
68,373715,112882438731460,21,0.619047619048,0.247619047619,19.2857142857,4.61428571429,3.82,0.20955,3.12238095238,0.491469047619,3.33904761905,0.576269047619,3.51142857143,0.495192857143,3.22571428571,0.435485714286
69,123016,173987157806,21,0.761904761905,0.190476190476,18.9047619048,4.09047619048,3.75476190476,0.431226190476,3.29285714286,0.553811428571,3.38571428571,0.874285714286,3.53095238095,0.248869047619,3.00904761905,0.853169047619
70,372760,112787748736373,21,0.809523809524,0.161904761905,23.6666666667,33.4333333333,4.40952380952,0.208654761905,3.16666666667,0.568583333333,3.38428571429,1.01029571429,3.51857142857,0.459712857143,2.71666666667,0.712833333333
71,371696,112689258745099,21,0.666666666667,0.233333333333,22.0952380952,5.49047619048,3.92,0.40245,3.48333333333,0.404083333333,3.86904761905,0.289369047619,3.59380952381,0.536804761905,2.62380952381,0.853904761905
72,95154,116094676413,21,0.761904761905,0.190476190476,21.5714285714,39.0571428571,4.24761904762,0.216869047619,3.33333333333,0.792083333333,3.38714285714,0.674691428571,3.39904761905,0.763269047619,2.96095238095,0.842469047619
73,5728,8694990902,21,0.428571428571,0.257142857143,24.4285714286,14.8571428571,4.16761904762,0.387819047619,3.11333333333,0.626723333333,3.07857142857,0.996312857143,3.45142857143,0.273242857143,2.91142857143,0.805222857143
74,232298,336937563720,21,0.761904761905,0.190476190476,19.380952381,4.14761904762,3.75095238095,0.572859047619,3.38476190476,0.600876190476,3.69523809524,0.386616190476,3.68523809524,0.724726190476,2.81095238095,0.473599047619
75,234688,341178787223,21,0.809523809524,0.161904761905,19.0952380952,7.79047619048,3.46571428571,0.186235714286,3.29666666667,0.273173333333,3.65619047619,0.316604761905,3.49047619048,0.518094761905,3.0119047619,0.578016190476
76,235186,342097332994,21,0.761904761905,0.190476190476,21.1904761905,72.2619047619,3.98333333333,0.197123333333,2.82285714286,0.208371428571,3.64,0.43186,3.27476190476,0.383606190476,3.0080952381,0.522356190476
77,30990,32985985640,21,0.47619047619,0.261904761905,27.1428571429,78.1285714286,4.40380952381,0.260254761905,3.42857142857,0.419272857143,3.59380952381,0.683814761905,3.47952380952,0.534454761905,2.48285714286,0.524061428571
78,30933,32935921265,21,0.714285714286,0.214285714286,25.8571428571,44.9285714286,3.86333333333,0.491483333333,3.38476190476,0.772366190476,3.84380952381,0.571674761905,3.66333333333,0.642823333333,2.41142857143,0.713432857143
79,236430,344444135761,21,0.904761904762,0.0904761904762,20.1428571429,5.62857142857,3.84095238095,0.247279047619,3.42523809524,0.273826190476,3.50619047619,0.515804761905,3.82904761905,0.422269047619,2.30619047619,0.427904761905
80,237128,345717023137,21,0.857142857143,0.128571428571,20.1904761905,11.0619047619,3.84523809524,0.223726190476,3.27238095238,0.310419047619,3.47380952381,0.645044761905,3.3519047619,0.381996190476,3.2680952381,0.579226190476
81,237148,345766989679,21,0.761904761905,0.190476190476,19.5714285714,5.55714285714,3.84857142857,0.245742857143,3.22476190476,0.316516190476,3.59714285714,0.472421428571,3.61666666667,0.359603333333,2.66047619048,0.524404761905
82,141991,201822411110,21,0.761904761905,0.190476190476,19.4761904762,3.2619047619,3.99380952381,0.221654761905,2.9019047619,0.412786190476,3.63904761905,0.693199047619,3.44476190476,0.676906190476,2.56428571429,0.735305714286
83,31679,33758842288,21,0.761904761905,0.190476190476,27.0,89.5,4.06095238095,0.315669047619,3.59380952381,0.418754761905,3.57952380952,0.814304761905,3.62047619048,0.671754761905,2.88428571429,0.972885714286
84,360690,111809188842575,21,0.857142857143,0.128571428571,20.3333333333,5.03333333333,3.71571428571,0.338315714286,3.29,0.54862,3.49571428571,0.557655714286,3.76619047619,0.346134761905,2.83238095238,0.451319047619
85,39103,41552039857,21,0.714285714286,0.214285714286,22.5714285714,157.157142857,3.79285714286,0.495861428571,3.21619047619,0.477754761905,3.71714285714,0.692141428571,3.55857142857,0.259492857143,2.48523809524,0.803876190476
86,39185,41656741800,21,0.619047619048,0.247619047619,20.7142857143,8.21428571429,3.76666666667,0.277503333333,3.22619047619,0.404094761905,3.75380952381,0.336794761905,3.64666666667,0.358033333333,2.7180952381,0.594376190476
87,3054,7193962070,21,0.571428571429,0.257142857143,30.9523809524,47.1476190476,4.41476190476,0.178976190476,3.49761904762,0.487619047619,3.70523809524,0.465626190476,3.52285714286,0.454411428571,2.62333333333,0.544483333333
88,200679,291199403080,21,0.809523809524,0.161904761905,18.1428571429,4.12857142857,3.64333333333,0.429883333333,3.07142857143,0.365142857143,3.56285714286,0.433471428571,3.45523809524,0.410726190476,2.82428571429,0.558485714286
89,410399,119523914732464,21,0.714285714286,0.214285714286,20.2857142857,4.61428571429,3.7080952381,0.711476190476,3.24857142857,0.318942857143,3.42714285714,0.428121428571,3.4680952381,0.559126190476,2.85,0.79725
90,74043,86961343712,21,0.619047619048,0.247619047619,22.1904761905,15.9619047619,3.84333333333,0.242743333333,3.23952380952,0.520354761905,3.38666666667,0.346483333333,3.59380952381,0.367724761905,2.84952380952,0.803774761905
91,410130,119455484753449,21,0.714285714286,0.214285714286,19.2380952381,9.29047619048,3.52761904762,0.363169047619,3.0380952381,0.700516190476,3.46,0.56111,3.38047619048,0.358484761905,2.92619047619,0.780574761905
92,409523,119303324787874,21,0.619047619048,0.247619047619,24.7142857143,86.2142857143,3.91095238095,0.279419047619,3.17142857143,0.342642857143,3.54285714286,0.578111428571,3.66333333333,0.323363333333,2.7019047619,0.493876190476
93,149178,213231216342,21,0.857142857143,0.128571428571,20.5714285714,48.1571428571,3.97047619048,0.258404761905,2.93714285714,0.539671428571,3.18523809524,0.390386190476,3.59619047619,0.345734761905,3.12333333333,0.458943333333
94,408581,119068338119500,21,0.857142857143,0.128571428571,37.5238095238,92.4619047619,3.77380952381,0.539654761905,3.85,0.31414,3.85476190476,0.472366190476,4.08714285714,0.364621428571,2.41761904762,0.832359047619
95,46243,48561231088,21,0.857142857143,0.128571428571,24.0476190476,35.2476190476,4.1519047619,0.304886190476,3.51761904762,0.549869047619,3.9180952381,0.445026190476,3.67619047619,0.354404761905,2.43238095238,0.620769047619
96,201929,292973819625,21,0.761904761905,0.190476190476,21.4285714286,69.6571428571,3.76047619048,0.406254761905,3.09095238095,0.358529047619,3.47952380952,0.855544761905,2.9880952381,0.522666190476,3.02904761905,0.629219047619
97,45828,48160623614,21,0.428571428571,0.257142857143,27.380952381,133.147619048,3.74047619048,0.426154761905,3.36428571429,0.711785714286,3.51047619048,0.696844761905,3.58571428571,0.598425714286,2.6019047619,0.750736190476
98,202810,294190001754,21,0.714285714286,0.214285714286,19.380952381,7.44761904762,3.6980952381,0.421076190476,3.25238095238,0.577119047619,3.86666666667,0.394833333333,3.49761904762,0.436869047619,2.93571428571,0.353035714286
99,202886,294281745659,21,0.761904761905,0.190476190476,20.7142857143,29.2142857143,3.88571428571,0.437675714286,2.98571428571,0.366925714286,3.65523809524,0.559116190476,3.5580952381,0.255626190476,2.80857142857,0.518952857143
100,98378,121487604832,21,0.47619047619,0.261904761905,20.6666666667,71.6333333333,3.89047619048,0.372384761905,3.21571428571,0.474835714286,3.19095238095,0.952089047619,3.59285714286,0.444071428571,2.98285714286,0.662691428571
101,118047,164234546091,21,0.571428571429,0.257142857143,18.4761904762,2.9619047619,3.88571428571,0.507285714286,3.07523809524,0.515176190476,3.57619047619,0.436044761905,3.45714285714,0.517181428571,3.17714285714,0.448771428571
102,203232,294755309005,21,0.666666666667,0.233333333333,24.0,214.0,4.00761904762,0.299219047619,3.18095238095,0.310619047619,3.67380952381,0.747654761905,3.37047619048,0.533704761905,2.62666666667,0.614823333333
103,3322,7346304223,21,0.238095238095,0.190476190476,27.0476190476,98.3476190476,3.76047619048,0.477854761905,3.6780952381,0.392086190476,3.34095238095,0.480469047619,3.69523809524,0.358226190476,2.74047619048,0.596124761905
104,116948,161689894793,21,0.571428571429,0.257142857143,19.7142857143,6.71428571429,3.90714285714,0.434821428571,3.13904761905,0.607269047619,3.65047619048,0.718864761905,3.39952380952,0.456174761905,2.64761904762,0.793259047619
105,413571,120307567999395,21,0.666666666667,0.233333333333,20.619047619,17.3476190476,3.98333333333,0.364583333333,2.97857142857,0.460642857143,3.55,0.6645,3.59761904762,0.421119047619,2.89285714286,0.532571428571
106,414218,120473614657424,21,0.619047619048,0.247619047619,19.7142857143,3.71428571429,3.91476190476,0.402976190476,3.19476190476,0.481846190476,3.65095238095,0.768249047619,3.5219047619,0.491336190476,2.87238095238,0.545519047619
107,73575,86309409690,21,0.952380952381,0.047619047619,23.0,68.9,4.07523809524,0.423916190476,3.37904761905,0.364829047619,3.46666666667,0.501833333333,3.15904761905,0.495419047619,2.95476190476,0.551366190476
108,194049,282123149753,21,0.761904761905,0.190476190476,21.380952381,71.1476190476,3.8619047619,0.529476190476,3.16285714286,0.589471428571,3.70476190476,0.352476190476,3.69904761905,0.304969047619,2.99761904762,0.367869047619
109,423782,123097011039810,21,0.809523809524,0.161904761905,19.0,2.1,3.99619047619,0.315054761905,2.85714285714,0.326461428571,3.47142857143,0.442532857143,3.37952380952,0.575114761905,3.12380952381,0.850404761905
110,194538,282764236378,21,0.809523809524,0.161904761905,20.6666666667,27.6333333333,3.9319047619,0.490826190476,3.41904761905,0.275369047619,3.80095238095,0.414969047619,3.57761904762,0.437699047619,2.66428571429,0.569535714286
111,422357,122690747746902,21,0.619047619048,0.247619047619,18.1428571429,2.12857142857,3.76666666667,0.495333333333,3.04047619048,0.471154761905,3.51523809524,0.811976190476,3.54,0.7104,3.21666666667,0.738333333333
112,2677,6938264959,21,0.380952380952,0.247619047619,22.380952381,14.1476190476,4.05476190476,0.348866190476,3.28857142857,0.480652857143,3.54428571429,0.660535714286,3.42714285714,0.338021428571,2.72142857143,0.698642857143
113,422218,122650284439330,21,0.904761904762,0.0904761904762,28.380952381,170.647619048,4.12952380952,0.510504761905,3.60238095238,0.421869047619,3.50619047619,0.553744761905,3.73952380952,0.412954761905,2.76047619048,0.543134761905
114,421601,122472207779743,21,0.52380952381,0.261904761905,22.1904761905,32.1619047619,4.06952380952,0.289304761905,3.03238095238,0.434819047619,3.22619047619,0.992154761905,3.43,0.58985,3.06238095238,0.710779047619
115,50187,52622920016,21,0.714285714286,0.214285714286,30.619047619,63.2476190476,4.19,0.4881,3.39857142857,0.651142857143,3.65666666667,0.488333333333,3.55761904762,0.469769047619,3.10476190476,0.852476190476
116,203870,295666695064,21,0.714285714286,0.214285714286,29.1428571429,167.828571429,3.72142857143,0.471642857143,3.40666666667,0.581993333333,3.47333333333,0.727393333333,3.57857142857,0.466392857143,2.79333333333,0.371043333333
117,195061,283487509369,21,0.428571428571,0.257142857143,21.5714285714,12.3571428571,4.06571428571,0.272435714286,3.02761904762,0.302919047619,3.08619047619,0.592374761905,3.62476190476,0.303456190476,2.92142857143,0.968392857143
118,49778,52192211743,21,0.619047619048,0.247619047619,23.3333333333,45.9333333333,3.87380952381,0.319154761905,3.2619047619,0.601226190476,3.81523809524,0.455276190476,3.55,0.2525,2.78904761905,0.677869047619
119,196375,285290690347,21,0.809523809524,0.161904761905,22.1428571429,149.428571429,3.73238095238,0.545469047619,3.32523809524,0.336926190476,3.8280952381,0.479176190476,3.67095238095,0.315589047619,3.00714285714,0.430321428571
120,196558,285521917013,21,0.761904761905,0.190476190476,18.7142857143,6.61428571429,3.51333333333,0.192633333333,3.03095238095,0.318859047619,3.51761904762,0.419749047619,3.44666666667,0.211833333333,2.92380952381,0.294904761905
121,48516,50885305926,21,0.714285714286,0.214285714286,21.1904761905,15.4619047619,4.02523809524,0.316816190476,3.40952380952,0.410124761905,3.63523809524,0.521666190476,3.88952380952,0.370654761905,2.74238095238,0.483309047619
122,416442,121062131243378,21,0.619047619048,0.247619047619,19.9523809524,13.1476190476,4.10238095238,0.250369047619,3.2619047619,0.488726190476,3.8319047619,0.376276190476,3.57428571429,0.374655714286,2.72761904762,0.360419047619
123,415674,120853371317139,21,0.761904761905,0.190476190476,19.3333333333,9.93333333333,3.71666666667,0.351083333333,3.39666666667,0.388733333333,3.64761904762,0.697009047619,3.46523809524,0.507806190476,2.90476190476,0.497476190476
124,415028,120694114630885,21,0.52380952381,0.261904761905,23.0,41.4,3.92428571429,0.233045714286,3.4119047619,0.324726190476,3.6119047619,0.435566190476,3.66714285714,0.404481428571,2.64904761905,0.384139047619
125,199417,289400649550,21,0.761904761905,0.190476190476,22.8571428571,149.628571429,3.81428571429,0.382535714286,3.34666666667,0.265283333333,3.43571428571,0.403035714286,3.68,0.48355,2.95380952381,0.801954761905
126,115865,158958642687,21,0.571428571429,0.257142857143,21.8095238095,24.1619047619,3.77523809524,0.386276190476,3.33571428571,0.616785714286,3.55,0.8875,3.81904761905,0.342869047619,2.52428571429,0.976985714286
